catalog_path	row_anchor	package_role	hermes_intent	paax_package_source_api	loader_guard_mcp_relation	mapping_status	documentation_status	test_evidence	security_provenance_note	disposition
website/docs/user-guide/skills/optional/security/security-godmode.md	R1514@L8523	non-skill-documentation	Godmode — title: "Godmode — Jailbreak LLMs: Parseltongue, GODMODE, ULTRAPLINIAN"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/security/security-oss-forensics.md	R1515@L8524	non-skill-documentation	Oss Forensics — title: "Oss Forensics — Supply chain investigation, evidence recovery, and forensic analysis for GitHub repositories"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/security/security-sherlock.md	R1516@L8525	non-skill-documentation	Sherlock — title: "Sherlock — Find accounts for a username across 400+ platforms"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/security/security-unbroker.md	R1517@L8526	non-skill-documentation	Unbroker — title: "Unbroker — Autonomously remove your info from data-broker sites"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/security/security-web-pentest.md	R1518@L8527	non-skill-documentation	Web Pentest — title: "Web Pentest"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/software-development/software-development-code-wiki.md	R1519@L8528	non-skill-documentation	Code Wiki — title: "Code Wiki — Generate wiki docs + Mermaid diagrams for any codebase"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/software-development/software-development-rest-graphql-debug.md	R1520@L8529	non-skill-documentation	Rest Graphql Debug — title: "Rest Graphql Debug — Debug REST/GraphQL APIs: status codes, auth, schemas, repro"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/software-development/software-development-subagent-driven-development.md	R1521@L8530	non-skill-documentation	Subagent Driven Development — title: "Subagent Driven Development — Execute plans via delegate_task subagents (2-stage review)"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/web-development/web-development-cloudflare-temporary-deploy.md	R1522@L8531	non-skill-documentation	Cloudflare Temporary Deploy — title: "Cloudflare Temporary Deploy — Deploy a Worker live, no account, via wrangler --temporary"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/web-development/web-development-page-agent.md	R1523@L8532	non-skill-documentation	Page Agent — title: "Page Agent — Embed an in-page natural-language GUI copilot in web apps"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/skills/optional/yuanbao/yuanbao-yuanbao.md	R1524@L8533	non-skill-documentation	Yuanbao — title: "Yuanbao — Yuanbao (元宝) groups: @mention users, query info/members"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/tui.md	R1525@L8534	non-skill-documentation	TUI — sidebar_position: 2	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/which-file-does-what.md	R1526@L8535	non-skill-documentation	Which File Does What? — sidebar_position: 4	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/windows-native.md	R1527@L8536	non-skill-documentation	Windows (Native) Guide — title: "Windows (Native) Guide"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-guide/windows-wsl-quickstart.md	R1528@L8537	non-skill-documentation	Windows (WSL2) Guide — title: "Windows (WSL2) Guide"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/docs/user-stories.mdx	R1529@L8538	non-skill-documentation	title: User Stories & Use Cases — title: User Stories & Use Cases	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/acp-internals.md	R1530@L8539	non-skill-documentation	ACP 内部机制 — sidebar_position: 2	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/adding-platform-adapters.md	R1531@L8540	non-skill-documentation	添加平台适配器 — sidebar_position: 9	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/adding-providers.md	R1532@L8541	non-skill-documentation	添加 Provider — sidebar_position: 5	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/adding-tools.md	R1533@L8542	non-skill-documentation	添加工具 — sidebar_position: 2	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/agent-loop.md	R1534@L8543	non-skill-documentation	Agent Loop 内部机制 — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/architecture.md	R1535@L8544	non-skill-documentation	架构 — sidebar_position: 1	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/browser-supervisor.md	R1536@L8545	non-skill-documentation	Browser CDP Supervisor — 设计文档 — Browser CDP Supervisor — 设计文档	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/context-compression-and-caching.md	R1537@L8546	non-skill-documentation	上下文压缩与缓存 — title: 上下文压缩与缓存	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/context-engine-plugin.md	R1538@L8547	non-skill-documentation	构建 Context Engine 插件 — sidebar_position: 9	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/contributing.md	R1539@L8548	non-skill-documentation	贡献指南 — sidebar_position: 4	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/creating-skills.md	R1540@L8549	non-skill-documentation	创建 Skill — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/cron-internals.md	R1541@L8550	non-skill-documentation	Cron 内部机制 — sidebar_position: 11	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/extending-the-cli.md	R1542@L8551	non-skill-documentation	扩展 CLI — sidebar_position: 8	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/gateway-internals.md	R1543@L8552	non-skill-documentation	Gateway 内部机制 — sidebar_position: 7	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/image-gen-provider-plugin.md	R1544@L8553	non-skill-documentation	构建图像生成 Provider 插件 — sidebar_position: 11	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/memory-provider-plugin.md	R1545@L8554	non-skill-documentation	构建 Memory Provider 插件 — sidebar_position: 8	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/model-provider-plugin.md	R1546@L8555	non-skill-documentation	构建模型提供商插件 — sidebar_position: 10	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/plugin-llm-access.md	R1547@L8556	non-skill-documentation	Plugin LLM 访问 — sidebar_position: 11	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/plugins/index.md	R1548@L8557	non-skill-documentation	构建 Hermes 插件 — sidebar_label: "Build a Plugin"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/programmatic-integration.md	R1549@L8558	non-skill-documentation	程序化集成 — sidebar_position: 8	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/prompt-assembly.md	R1550@L8559	non-skill-documentation	Prompt 组装 — sidebar_position: 5	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/provider-runtime.md	R1551@L8560	non-skill-documentation	Provider 运行时解析 — sidebar_position: 4	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/session-storage.md	R1552@L8561	non-skill-documentation	会话存储 — 会话存储	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/tools-runtime.md	R1553@L8562	non-skill-documentation	工具运行时 — sidebar_position: 9	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/trajectory-format.md	R1554@L8563	non-skill-documentation	轨迹格式 — 轨迹格式	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/video-gen-provider-plugin.md	R1555@L8564	non-skill-documentation	构建视频生成 Provider 插件 — sidebar_position: 12	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/developer-guide/web-search-provider-plugin.md	R1556@L8565	non-skill-documentation	构建网页搜索提供商插件 — sidebar_position: 12	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/getting-started/installation.md	R1557@L8566	non-skill-documentation	安装 — sidebar_position: 2	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/getting-started/learning-path.md	R1558@L8567	non-skill-documentation	学习路径 — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/getting-started/nix-setup.md	R1559@L8568	non-skill-documentation	Nix & NixOS 安装配置 — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/getting-started/quickstart.md	R1560@L8569	non-skill-documentation	快速入门 — sidebar_position: 1	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/getting-started/termux.md	R1561@L8570	non-skill-documentation	在 Android 上通过 Termux 运行 Hermes — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/getting-started/updating.md	R1562@L8571	non-skill-documentation	更新与卸载 — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/automate-with-cron.md	R1563@L8572	non-skill-documentation	用 Cron 自动化一切 — sidebar_position: 11	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/automation-blueprints.md	R1564@L8573	non-skill-documentation	自动化蓝图 — sidebar_position: 15	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/aws-bedrock.md	R1565@L8574	non-skill-documentation	AWS Bedrock — sidebar_position: 14	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/azure-foundry.md	R1566@L8575	non-skill-documentation	Microsoft Foundry — sidebar_position: 15	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/cron-script-only.md	R1567@L8576	non-skill-documentation	纯脚本 Cron 任务 — sidebar_position: 13	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/cron-troubleshooting.md	R1568@L8577	non-skill-documentation	Cron 故障排查 — sidebar_position: 12	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/daily-briefing-bot.md	R1569@L8578	non-skill-documentation	教程：构建每日简报机器人 — sidebar_position: 3	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/delegation-patterns.md	R1570@L8579	non-skill-documentation	委托与并行工作 — sidebar_position: 13	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/github-pr-review-agent.md	R1571@L8580	non-skill-documentation	教程：构建 GitHub PR 审查 Agent — sidebar_position: 10	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/google-gemini.md	R1572@L8581	non-skill-documentation	Google Gemini — sidebar_position: 16	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/local-llm-on-mac.md	R1573@L8582	non-skill-documentation	在 Mac 上运行本地 LLM — sidebar_position: 2	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/local-ollama-setup.md	R1574@L8583	non-skill-documentation	使用 Ollama 在本地运行 Hermes — 零 API 费用 — sidebar_position: 9	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/microsoft-graph-app-registration.md	R1575@L8584	non-skill-documentation	注册 Microsoft Graph 应用程序 — title: "注册 Microsoft Graph 应用程序"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/migrate-from-openclaw.md	R1576@L8585	non-skill-documentation	从 OpenClaw 迁移 — sidebar_position: 10	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/minimax-oauth.md	R1577@L8586	non-skill-documentation	MiniMax OAuth — sidebar_position: 15	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/oauth-over-ssh.md	R1578@L8587	non-skill-documentation	SSH / 远程主机上的 OAuth — sidebar_position: 17	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/operate-teams-meeting-pipeline.md	R1579@L8588	non-skill-documentation	操作 Teams 会议流水线 — title: "操作 Teams 会议流水线"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/pipe-script-output.md	R1580@L8589	non-skill-documentation	将脚本输出推送到消息平台 — sidebar_position: 12	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/python-library.md	R1581@L8590	non-skill-documentation	将 Hermes 作为 Python 库使用 — sidebar_position: 5	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/run-hermes-with-nous-portal.md	R1582@L8591	non-skill-documentation	通过 Nous Portal 运行 Hermes Agent — sidebar_position: 1	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/team-telegram-assistant.md	R1583@L8592	non-skill-documentation	搭建团队 Telegram 助手 — sidebar_position: 4	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/tips.md	R1584@L8593	non-skill-documentation	技巧与最佳实践 — sidebar_position: 1	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/use-mcp-with-hermes.md	R1585@L8594	non-skill-documentation	在 Hermes 中使用 MCP — sidebar_position: 6	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/use-soul-with-hermes.md	R1586@L8595	non-skill-documentation	在 Hermes 中使用 SOUL.md — sidebar_position: 7	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/use-voice-mode-with-hermes.md	R1587@L8596	non-skill-documentation	在 Hermes 中使用语音模式 — sidebar_position: 8	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/webhook-github-pr-review.md	R1588@L8597	non-skill-documentation	使用 Webhook 自动发布 GitHub PR 评论 — sidebar_position: 11	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/work-with-skills.md	R1589@L8598	non-skill-documentation	使用 Skills — sidebar_position: 12	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/guides/xai-grok-oauth.md	R1590@L8599	non-skill-documentation	xAI Grok OAuth（SuperGrok / X Premium+） — sidebar_position: 16	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/index.mdx	R1591@L8600	non-skill-documentation	Hermes Agent — slug: /	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/integrations/buzz.md	R1592@L8601	non-skill-documentation	Buzz 集成 — sidebar_position: 4	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/integrations/index.md	R1593@L8602	non-skill-documentation	集成 — title: "集成"	—	NOT-A-PAAX-SKILL-PACKAGE	OUT-OF-SCOPE	NOT-APPLICABLE	NOT-RUN	No PAAX worker package is imported from this row	out-of-scope:phase-9-skill-package
